Date,Open,High,Low,Mean,Close,Volume,Rentability,Cumulative Rent.
2010-08-18,1.306,1.306,1.24,1.2730000000000001,1.25133,9019980,0.0002632271650435867,0.22336461754810708
2010-08-19,1.236,1.28333,1.222,1.252665,1.25267,8686230,-0.015974076983503702,0.20739054056460338
2010-08-20,1.24333,1.274,1.234,1.254,1.27333,4462485,0.0010657278681850983,0.20845626843278847
2010-08-23,1.27267,1.35933,1.26667,1.313,1.342,16320435,0.04704944178628385,0.2555057102190723
2010-08-24,1.28333,1.314,1.26333,1.288665,1.28,10096110,-0.01853389185072353,0.2369718183683488
2010-08-25,1.27733,1.332,1.23733,1.284665,1.32667,7549335,-0.003103987459890665,0.23386783090845814
2010-08-26,1.326,1.35133,1.30667,1.329,1.31667,6506040,0.03451094254144078,0.2683787734498989
2010-08-27,1.31667,1.32467,1.3,1.312335,1.31333,5672175,-0.012539503386004461,0.25583927006389445
2010-08-30,1.31333,1.346,1.30733,1.3266650000000002,1.32467,10990965,0.010919467971211752,0.2667587380351062
2010-08-31,1.31067,1.31933,1.28867,1.3039999999999998,1.29867,3015180,-0.0170841923168248,0.2496745457182814
2010-09-01,1.308,1.37933,1.30667,1.343,1.36333,7423275,0.029907975460122815,0.2795825211784042
2010-09-02,1.358,1.416,1.354,1.385,1.404,7305900,0.03127326880119139,0.3108557899795956
2010-09-03,1.39133,1.42,1.37733,1.3986649999999998,1.40333,6389340,0.00986642599277965,0.32072221597237527
2010-09-07,1.374,1.4,1.36667,1.383335,1.36933,3650025,-0.010960451573464586,0.3097617643989107
2010-09-08,1.37733,1.39667,1.37333,1.385,1.39333,4325730,0.0012036130076951914,0.31096537740660585
2010-09-09,1.4,1.40333,1.37933,1.39133,1.38067,5642955,0.004570397111913319,0.31553577451851916
2010-09-10,1.38333,1.39533,1.31733,1.3563299999999998,1.34467,5785335,-0.025155786190192223,0.29037998832832695
2010-09-13,1.39267,1.39333,1.36667,1.38,1.38133,5410545,0.017451505164672376,0.3078314934929993
2010-09-14,1.36933,1.44,1.36867,1.404335,1.408,9819435,0.017634057971014652,0.32546555146401396
2010-09-15,1.39867,1.46667,1.386,1.426335,1.46533,10268370,0.015665777752459205,0.34113132921647316
2010-09-16,1.47667,1.544,1.38933,1.4666649999999999,1.396,40282200,0.028275264927243585,0.36940659414371674
2010-09-17,1.40133,1.42133,1.32,1.370665,1.34867,17622900,-0.06545461983479518,0.30395197430892157
2010-09-20,1.378,1.42333,1.344,1.3836650000000001,1.40333,14212125,0.009484447330310558,0.31343642163923213
2010-09-21,1.39267,1.43667,1.378,1.4073349999999998,1.38467,11940000,0.017106741877549576,0.3305431635167817
2010-09-22,1.39133,1.39667,1.32,1.358335,1.32467,14442240,-0.03481758074658821,0.2957255827701935
2010-09-23,1.326,1.34267,1.3,1.321335,1.304,10021140,-0.02723923038131252,0.26848635238888097
2010-09-24,1.33,1.346,1.31,1.328,1.34,8597805,0.0050441409634953615,0.27353049335237634
2010-09-27,1.36,1.38733,1.33667,1.362,1.36867,6278955,0.025602409638554237,0.2991329029909306
2010-09-28,1.40267,1.43267,1.384,1.4083350000000001,1.42667,18216975,0.03401982378854626,0.3331527267794768
2010-09-29,1.41267,1.46867,1.40867,1.4386700000000001,1.46533,29541855,0.02153961947974026,0.3546923462592171
2010-09-30,1.46667,1.47667,1.346,1.411335,1.36067,32949375,-0.019000187673337252,0.3356921585858798
2010-10-01,1.37933,1.38333,1.354,1.368665,1.37333,7837770,-0.030233785741868503,0.3054583728440113
2010-10-04,1.362,1.41133,1.35333,1.38233,1.39933,9653985,0.009984181666076095,0.3154425545100874
2010-10-05,1.41,1.41867,1.40067,1.4096700000000002,1.408,4979040,0.019778200574392613,0.33522075508448
2010-10-06,1.404,1.41733,1.35467,1.3860000000000001,1.364,4700355,-0.016791163889420983,0.31842959119505904
2010-10-07,1.37133,1.376,1.356,1.366,1.362,2113800,-0.014430014430014442,0.3039995767650446
2010-10-08,1.362,1.386,1.35933,1.372665,1.362,3993285,0.004879209370424539,0.3088787861354691
2010-10-11,1.36267,1.38,1.338,1.359,1.34933,2567910,-0.009955087366546126,0.298923698768923
2010-10-12,1.34667,1.352,1.33533,1.343665,1.34933,3658680,-0.011284032376747518,0.2876396663921755
2010-10-13,1.376,1.39,1.35733,1.373665,1.36933,4788000,0.022326993707508794,0.30996666009968427
2010-10-14,1.4,1.402,1.36,1.381,1.38333,4419300,0.005339729846796775,0.315306389946481
2010-10-15,1.39267,1.39333,1.35,1.3716650000000001,1.36933,4245675,-0.006759594496741399,0.3085467954497396
2010-10-18,1.368,1.376,1.348,1.362,1.34867,2440935,-0.007046181101070621,0.301500614348669
2010-10-19,1.34667,1.36067,1.33333,1.347,1.33667,3676905,-0.011013215859030928,0.29048739848963806
2010-10-20,1.344,1.37933,1.336,1.357665,1.37667,4686660,0.007917594654788362,0.2984049931444264
2010-10-21,1.374,1.39667,1.36333,1.38,1.38333,6256485,0.01645103910021986,0.3148560322446463
2010-10-22,1.37867,1.39533,1.37,1.382665,1.38133,2415315,0.0019311594202899563,0.31678719166493624
2010-10-25,1.396,1.39867,1.382,1.3903349999999999,1.39,1779210,0.005547258374226471,0.3223344500391627
2010-10-26,1.38667,1.458,1.36733,1.412665,1.424,9912615,0.016060877414436223,0.33839532745359896
2010-10-27,1.41667,1.42533,1.37667,1.401,1.4,5347500,-0.00825744249344327,0.33013788496015567
2010-10-28,1.426,1.43333,1.39733,1.41533,1.41267,3362850,0.01022840827980011,0.34036629323995576
2010-10-29,1.40933,1.45667,1.40333,1.43,1.456,4184325,0.010365073869698205,0.35073136710965397
2010-11-01,1.46267,1.51667,1.42067,1.46867,1.42733,6836760,0.027041958041958032,0.377773325151612
2010-11-02,1.44533,1.45867,1.40333,1.431,1.41667,4836975,-0.02564905662946739,0.3521242685221446
2010-11-03,1.41867,1.5,1.41067,1.455335,1.45133,5612985,0.01700559049615653,0.36912985901830114
2010-11-04,1.50667,1.68867,1.47667,1.5826699999999998,1.66,28122015,0.0874953189471838,0.45662517796548496
2010-11-05,1.658,1.66467,1.58133,1.623,1.62933,14810790,0.02548225467090436,0.48210743263638933
2010-11-08,1.63333,1.66667,1.602,1.634335,1.66533,7640625,0.006983980283425813,0.48909141291981517
2010-11-09,1.66667,1.71267,1.60333,1.658,1.642,14349735,0.014479895492662044,0.5035713084124772
2010-11-10,1.632,1.998,1.60333,1.800665,1.95733,45915570,0.08604644149577807,0.5896177499082553
2010-11-11,1.90667,1.94,1.822,1.881,1.86933,29171910,0.04461407313409215,0.6342318230423475
2010-11-12,1.88333,2.03333,1.87133,1.95233,1.98933,40029195,0.03792131844763418,0.6721531414899816
2010-11-15,2.01467,2.196,2.01467,2.105335,2.05333,39363495,0.07837045991200273,0.7505236014019844
2010-11-16,2.06667,2.09333,1.89467,1.994,1.978,20212965,-0.052882320390816744,0.6976412810111676
2010-11-17,2.01333,2.05,1.90733,1.978665,1.966,11249115,-0.007690571715145486,0.6899507092960221
2010-11-18,2.04467,2.04933,1.928,1.988665,1.99267,14343720,0.005053912612797017,0.6950046219088191
2010-11-19,2.01067,2.09133,0.535333,1.3133315,2.066,17183295,-0.3395913841697822,0.3554132377390369
2010-11-22,2.10467,2.23,2.1,2.165,2.22667,22944330,0.6484794585373151,1.0038926962763521
2010-11-23,2.21933,2.37867,2.146,2.262335,2.30467,23669550,0.044958429561201003,1.0488511258375532
2010-11-24,2.35133,2.398,2.28867,2.343335,2.36467,21374385,0.035803716072111316,1.0846548419096647
2010-11-26,2.37333,2.4,2.31667,2.358335,2.35467,5141310,0.006401133427358734,1.0910559753370235
2010-11-29,2.36067,2.39667,2.222,2.309335,2.28867,17183145,-0.02077737047535653,1.070278604861667
2010-11-30,2.24933,2.35533,2.22733,2.29133,2.35533,33338370,-0.007796616774959047,1.062481988086708
2010-12-01,2.39133,2.428,2.23,2.3289999999999997,2.29,19487625,0.016440233401561484,1.0789222214882694
2010-12-02,2.26733,2.28667,2.08,2.183335,2.15667,30104505,-0.06254401030485175,1.0163782111834176
2010-12-03,2.134,2.15,2.058,2.104,2.09933,16552350,-0.036336613483501125,0.9800415976999165
2010-12-06,2.09,2.09667,1.97067,2.03367,2.02067,19115625,-0.0334268060836503,0.9466147916162662
2010-12-07,2.03267,2.16,2.00333,2.081665,2.104,19673220,0.023600190788082745,0.9702149824043489
2010-12-08,2.16533,2.166,2.10133,2.1336649999999997,2.158,9899700,0.024980003987192752,0.9951949863915417
2010-12-09,2.16733,2.18133,2.11,2.145665,2.13667,6089745,0.005624125624219573,1.0008191120157612
2010-12-10,2.13667,2.19467,2.07533,2.135,2.10133,6413715,-0.004970487005194365,0.9958486250105669
2010-12-13,2.10933,2.118,2.02667,2.072335,2.03667,6154965,-0.029351288056206078,0.9664973369543608
2010-12-14,2.01933,2.026,1.85067,1.938335,1.902,26485275,-0.06466136025304785,0.901835976701313
2010-12-15,1.91133,1.998,1.902,1.95,1.97333,11143500,0.00601805157519213,0.9078540282765051
2010-12-16,2.0,2.06067,1.97667,2.01867,2.054,11851050,0.03521538461538473,0.9430694128918898
2010-12-17,2.08933,2.10267,2.04733,2.075,2.09067,10124325,0.027904511386209724,0.9709739242780996
2010-12-20,2.10933,2.146,2.084,2.115,2.11333,7849800,0.019277108433734955,0.9902510327118346
2010-12-21,2.12,2.17933,2.114,2.146665,2.15067,11665170,0.014971631205673679,1.0052226639175081
2010-12-22,2.15,2.19067,2.11333,2.152,2.17533,12498840,0.0024852503767472285,1.0077079142942553
2010-12-23,2.084,2.16533,1.99467,2.08,2.006,23287875,-0.033457249070631995,0.9742506652236234
2010-12-27,1.868,1.90533,1.67067,1.788,1.70333,139528935,-0.14038461538461539,0.833866049839008
2010-12-28,1.72333,1.78333,1.66667,1.725,1.76067,60844050,-0.03523489932885903,0.798631150510149
2010-12-29,1.802,1.86733,1.76667,1.817,1.84867,49791450,0.05333333333333325,0.8519644838434822
2010-12-30,1.84667,1.86,1.75867,1.809335,1.76667,30616005,-0.004218492019812897,0.8477459918236693
2010-12-31,1.78533,1.8,1.76667,1.7833350000000001,1.77533,18178245,-0.014369920440382683,0.8333760713832866
2011-01-03,1.78933,1.8,1.72667,1.763335,1.77467,19243560,-0.011214942789773103,0.8221611285935135
2011-01-04,1.77733,1.79667,1.73467,1.76567,1.778,17836065,0.0013241953457510773,0.8234853239392647
2011-01-05,1.76533,1.79333,1.746,1.769665,1.78867,21703035,0.0022625972010624695,0.8257479211403271
2011-01-06,1.78733,1.86667,1.78733,1.827,1.85867,30916755,0.032398787341106884,0.858146708481434
2011-01-07,1.86667,1.90533,1.86,1.882665,1.88267,22708245,0.030467980295566546,0.8886146887770006
2011-01-10,1.87667,1.912,1.87,1.891,1.89667,20139180,0.00442723479748122,0.8930419235744818
2011-01-11,1.906,1.914,1.79467,1.8543349999999998,1.79733,25660515,-0.019389212057112727,0.873652711517369
2011-01-12,1.80067,1.82667,1.768,1.797335,1.79733,14470830,-0.030738782366724428,0.8429139291506446
2011-01-13,1.79733,1.798,1.744,1.771,1.748,10852830,-0.01465224902424979,0.8282616801263948
2011-01-14,1.742,1.772,1.70733,1.739665,1.71667,17071785,-0.01769339356295872,0.810568286563436
2011-01-18,1.69867,1.70933,1.65,1.679665,1.70933,24338085,-0.034489398821037416,0.7760788877423986
2011-01-19,1.69667,1.698,1.58333,1.6406649999999998,1.602,35572710,-0.02321891567663799,0.7528599720657606
2011-01-20,1.602,1.63,1.49133,1.560665,1.508,34197870,-0.048760715929211544,0.7040992561365491
2011-01-21,1.54933,1.57267,1.514,1.543335,1.536,17232990,-0.011104240820419544,0.6929950153161296
2011-01-24,1.56867,1.654,1.54867,1.601335,1.63267,24677835,0.03758095293633596,0.7305759682524656
2011-01-25,1.64333,1.65933,1.60133,1.6303299999999998,1.64533,19071855,0.018106767166145673,0.7486827354186113
2011-01-26,1.64733,1.65867,1.60667,1.63267,1.65,16198005,0.001435292241448192,0.7501180276600595
2011-01-27,1.64933,1.672,1.63533,1.653665,1.66133,13434825,0.012859304084720044,0.7629773317447796
2011-01-28,1.654,1.65667,1.58333,1.62,1.60067,15081675,-0.020357811285840743,0.7426195204589388
2011-01-31,1.60333,1.608,1.56667,1.587335,1.60667,12467265,-0.02016358024691368,0.7224559402120251
2011-02-01,1.62067,1.64867,1.56933,1.609,1.594,10616865,0.013648662695650286,0.7361046029076753
2011-02-02,1.61067,1.612,1.578,1.5950000000000002,1.596,8542080,-0.00870105655686749,0.7274035463508078
2011-02-03,1.588,1.59333,1.54333,1.56833,1.57533,7681005,-0.016721003134796356,0.7106825432160114
2011-02-04,1.578,1.578,1.548,1.5630000000000002,1.564,8038770,-0.0033985194442495105,0.7072840237717619
2011-02-07,1.55067,1.55067,1.52533,1.538,1.538,13425165,-0.015994881637875963,0.6912891421338859
2011-02-08,1.58533,1.68333,1.53333,1.60833,1.63267,52577745,0.04572821846553966,0.7370173605994256
2011-02-09,1.60867,1.612,1.51933,1.565665,1.54733,39537930,-0.026527516119204363,0.7104898444802212
2011-02-10,1.55067,1.576,1.52067,1.548335,1.54733,12540300,-0.01106877908109338,0.6994210653991279
2011-02-11,1.55,1.58333,1.52933,1.55633,1.55,9248865,0.0051636112340029605,0.7045846766331308
2011-02-14,1.576,1.60933,1.53667,1.573,1.53867,19246560,0.010711095975789172,0.71529577260892
2011-02-15,1.534,1.54467,1.504,1.524335,1.52267,14334090,-0.030937698664971366,0.6843580739439487
2011-02-16,1.54,1.66467,1.538,1.6013350000000002,1.64867,61729590,0.050513830621221834,0.7348719045651705
2011-02-18,1.55533,1.566,1.53067,1.548335,1.54533,34764405,-0.033097384369916445,0.701774520195254
2011-02-22,1.52333,1.53333,1.452,1.4926650000000001,1.458,30968100,-0.035954751394239544,0.6658197688010145
2011-02-23,1.47867,1.5,1.40733,1.453665,1.45533,24082620,-0.026127764769724046,0.6396920040312905
2011-02-24,1.452,1.50533,1.43333,1.46933,1.502,15831750,0.010776210474903118,0.6504682145061935
2011-02-25,1.516,1.59,1.51267,1.551335,1.574,20208855,0.05581115202166966,0.7062793665278632
2011-02-28,1.582,1.60667,1.56667,1.58667,1.59267,15766590,0.02277715644912293,0.7290565229769861
2011-03-01,1.60333,1.62133,1.58,1.600665,1.596,16595250,0.00882035962109322,0.7378768825980793
2011-03-02,1.588,1.61867,1.582,1.600335,1.60133,9949410,-0.0002061643129573905,0.7376707182851219
2011-03-03,1.632,1.65267,1.604,1.628335,1.624,9602100,0.01749633670450251,0.7551670549896243
2011-03-04,1.63067,1.666,1.58533,1.625665,1.66333,23701500,-0.0016397117300802181,0.7535273432595441
2011-03-07,1.65933,1.69333,1.64667,1.67,1.66267,30502965,0.02727191641574372,0.7807992596752877
2011-03-08,1.64,1.664,1.6,1.6320000000000001,1.644,20997765,-0.02275449101796396,0.7580447686573237
2011-03-09,1.644,1.666,1.618,1.642,1.648,13870815,0.006127450980392026,0.7641722196377158
2011-03-10,1.62867,1.63267,1.582,1.607335,1.60067,15254205,-0.02111144945188791,0.7430607701858278
2011-03-11,1.59,1.61667,1.56867,1.59267,1.60467,13961910,-0.00912379808813964,0.7339369720976882
2011-03-14,1.588,1.6,1.54667,1.5733350000000002,1.55,17489565,-0.01213999133530479,0.7217969807623834
2011-03-15,1.47733,1.53067,1.45333,1.492,1.53,19783035,-0.05169591981364436,0.670101060948739
2011-03-16,1.524,1.55,1.51267,1.531335,1.52133,17545140,0.026363941018766688,0.6964650019675057
2011-03-17,1.54933,1.562,1.50933,1.535665,1.52067,13837560,0.0028275981414910304,0.6992926001089967
2011-03-18,1.546,1.546,1.50067,1.5233349999999999,1.53067,10317345,-0.008029094887231377,0.6912635052217654
2011-03-21,1.534,1.53667,1.50267,1.51967,1.51533,6174750,-0.002405905463998272,0.6888575997577671
2011-03-22,1.516,1.524,1.46667,1.4953349999999999,1.47933,8742195,-0.016013345002533586,0.6728442547552335
2011-03-23,1.474,1.48467,1.45133,1.468,1.48067,6341895,-0.018280184707774438,0.654564070047459
2011-03-24,1.476,1.492,1.46533,1.478665,1.48867,6932400,0.007264986376021747,0.6618290564234808
2011-03-25,1.49667,1.53333,1.49333,1.51333,1.51667,8518830,0.023443443917317425,0.6852725003407982
2011-03-28,1.51333,1.56933,1.50333,1.53633,1.55,15870270,0.015198271361831134,0.7004707717026294
2011-03-29,1.554,1.6,1.54733,1.573665,1.59467,11333865,0.024301419616879264,0.7247721913195087
2011-03-30,1.60733,1.63267,1.534,1.583335,1.58067,18349155,0.006144891066395862,0.7309170823859045
2011-03-31,1.76667,1.914,1.76667,1.840335,1.85,172799715,0.16231561861513838,0.8932327010010428
2011-04-01,1.84667,1.87867,1.77133,1.8250000000000002,1.77733,42971805,-0.008332722031586573,0.8848999789694563
2011-04-04,1.78533,1.8,1.682,1.741,1.722,39138405,-0.04602739726027401,0.8388725817091822
2011-04-05,1.72667,1.8,1.71267,1.756335,1.78,47724405,0.008808156232050474,0.8476807379412327
2011-04-06,1.8,1.80067,1.72,1.760335,1.766,19324455,0.002277469844875837,0.8499582077861085
2011-04-07,1.79,1.86267,1.76333,1.8130000000000002,1.816,42161490,0.029917600911190303,0.8798758086972989
2011-04-08,1.83867,1.84,1.75733,1.7986650000000002,1.766,29195280,-0.007906784335355755,0.8719690243619431
2011-04-11,1.76467,1.76867,1.668,1.718335,1.68467,20549100,-0.044660901279560246,0.8273081230823829
2011-04-12,1.672,1.68067,1.62,1.650335,1.64333,20361015,-0.03957319149059982,0.7877349315917831
2011-04-13,1.67533,1.71267,1.654,1.683335,1.662,18171660,0.01999594021819807,0.8077308718099812
2011-04-14,1.656,1.68533,1.61333,1.64933,1.676,14750730,-0.020200970098049446,0.7875299017119317
2011-04-15,1.71,1.74533,1.694,1.719665,1.70533,14151765,0.04264458901493336,0.8301744907268651
2011-04-18,1.67533,1.708,1.624,1.666,1.66867,15508065,-0.031206659436576353,0.7989678312902888
2011-04-19,1.684,1.684,1.64333,1.663665,1.67733,8230395,-0.0014015606242496856,0.7975662706660391
2011-04-20,1.71333,1.73933,1.68667,1.713,1.71667,12557535,0.029654407588066187,0.8272206782541053
2011-04-21,1.72267,1.79867,1.706,1.752335,1.78267,20790795,0.022962638645650846,0.8501833168997561
2011-04-25,1.78,1.782,1.73133,1.756665,1.75933,12012585,0.002470988709350635,0.8526543056091067
2011-04-26,1.77733,1.81667,1.754,1.785335,1.79533,20585145,0.016320698596488218,0.8689750042055949
2011-04-27,1.79533,1.824,1.77533,1.799665,1.80533,14953515,0.008026504829625912,0.8770015090352208
2011-04-28,1.80467,1.846,1.78133,1.813665,1.844,24673455,0.007779225578093707,0.8847807346133145
2011-04-29,1.846,1.858,1.828,1.843,1.84,10893600,0.01617443133103406,0.9009551659443485
2011-05-02,1.84,1.85333,1.804,1.828665,1.83,11768400,-0.007778079218665213,0.8931770867256833
2011-05-03,1.82533,1.826,1.76667,1.796335,1.79133,13709475,-0.01767956405355818,0.8754975226721251
2011-05-04,1.78533,1.8,1.71667,1.758335,1.77933,15670485,-0.021154183378935463,0.8543433392931896
2011-05-05,1.81667,1.82933,1.74467,1.787,1.76267,18291735,0.01630235421577796,0.8706456935089676
2011-05-06,1.79933,1.84667,1.77467,1.81067,1.808,14724090,0.013245663122551809,0.8838913566315194
2011-05-09,1.8,1.86667,1.79,1.828335,1.86067,13722045,0.009756057150115726,0.8936474137816351
2011-05-10,1.88267,1.93,1.86067,1.895335,1.88867,23032020,0.03664536313093604,0.9302927769125712
2011-05-11,1.88,1.88667,1.79467,1.84067,1.80467,14438475,-0.028841867005041304,0.9014509099075299
2011-05-12,1.80467,1.84933,1.77667,1.813,1.84467,9416100,-0.015032569662133942,0.8864183402453959
2011-05-13,1.86667,1.87933,1.82,1.849665,1.83667,9923655,0.020223386651958053,0.9066417268973539
2011-05-16,1.866,1.866,1.77,1.818,1.77333,11334330,-0.017119316200501083,0.8895224106968528
2011-05-17,1.8,1.8,1.71467,1.7573349999999999,1.73067,18512340,-0.033369086908690976,0.8561533237881618
2011-05-18,1.74,1.76467,1.70133,1.733,1.75667,10941105,-0.013847672754483223,0.8423056510336786
2011-05-19,1.8,1.896,1.77333,1.834665,1.88,39826005,0.058664166185804896,0.9009698172194835
2011-05-20,1.88333,1.88533,1.82333,1.85433,1.86467,12638010,0.010718578051033864,0.9116883952705174
2011-05-23,1.836,1.84133,1.77467,1.8079999999999998,1.788,12953220,-0.02498476538695928,0.8867036298835581
2011-05-24,1.80133,1.83333,1.77333,1.8033299999999999,1.78133,9205095,-0.0025829646017698853,0.8841206652817882
2011-05-25,1.79333,1.934,1.74467,1.839335,1.932,70397235,0.01996584097197965,0.9040865062537679
2011-05-26,1.92133,1.984,1.87333,1.928665,1.96533,50053365,0.04856646559762095,0.9526529718513888
2011-05-27,1.96933,1.978,1.92133,1.949665,1.97,25306035,0.010888360601763347,0.9635413324531521
2011-05-31,1.97933,2.01867,1.97,1.994335,2.00933,49352745,0.022911628407957258,0.9864529608611093
2011-06-01,2.0,2.00667,1.892,1.949335,1.90133,22948440,-0.02256391228153742,0.9638890485795719
2011-06-02,1.90133,1.95467,1.90067,1.92767,1.91733,14794410,-0.011114046585117512,0.9527750019944544
2011-06-03,1.99667,2.1,1.96667,2.033335,2.00867,93140010,0.05481488014027303,1.0075898821347276
2011-06-06,2.00667,2.00867,1.884,1.946335,1.91333,34965255,-0.042786850174713065,0.9648030319600145
2011-06-07,1.92933,1.95933,1.884,1.921665,1.89133,18331485,-0.01267510474815485,0.9521279272118597
2011-06-08,1.894,1.90667,1.80133,1.854,1.808,25437540,-0.035211652395188475,0.9169162748166713
2011-06-09,1.82867,1.87333,1.80667,1.8399999999999999,1.84133,24046800,-0.007551240560949425,0.9093650342557218
2011-06-10,1.83467,1.88667,1.82333,1.855,1.85733,23497980,0.008152173913043546,0.9175172081687654
2011-06-13,1.87133,1.92533,1.85867,1.892,1.89533,25704615,0.01994609164420481,0.9374632998129702
2011-06-14,1.90267,1.98,1.90133,1.940665,1.90667,23599650,0.025721458773784452,0.9631847585867546
2011-06-15,1.896,1.89667,1.80467,1.85067,1.82133,20198685,-0.04637327926252086,0.9168114793242337
2011-06-16,1.84467,1.86667,1.716,1.7913350000000001,1.76667,27631860,-0.03206136156094815,0.8847501177632855
2011-06-17,1.79133,1.84667,1.74267,1.79467,1.76667,25469040,0.0018617399872161633,0.8866118577505017
2011-06-20,1.75267,1.764,1.7,1.732,1.734,23065635,-0.03492006887060017,0.8516917888799015
2011-06-21,1.74933,1.84867,1.73333,1.791,1.83533,22448445,0.03406466512702075,0.8857564540069223
2011-06-22,1.83533,1.88333,1.80667,1.845,1.814,22132995,0.030150753768844248,0.9159072077757665
2011-06-23,1.81333,1.848,1.74733,1.797665,1.84733,17549850,-0.02565582655826553,0.890251381217501
2011-06-24,1.846,1.86467,1.81733,1.841,1.838,49895520,0.024106271190683416,0.9143576524081845
2011-06-27,1.84867,1.88533,1.82067,1.853,1.83067,27140505,0.006518196632265079,0.9208758490404495
2011-06-28,1.85267,1.88333,1.84467,1.8639999999999999,1.874,13336980,0.005936319481921155,0.9268121685223707
2011-06-29,1.9,1.93933,1.87133,1.90533,1.886,21888120,0.02217274678111593,0.9489849153034866
2011-06-30,1.90667,1.95533,1.89333,1.9243299999999999,1.942,14199810,0.009972025843292188,0.9589569411467788
2011-07-01,1.938,1.97333,1.92,1.9466649999999999,1.93467,12822585,0.011606637115255697,0.9705635782620344
2011-07-05,1.946,1.968,1.914,1.9409999999999998,1.94267,14939835,-0.002910105231254495,0.96765347303078
2011-07-06,1.94267,1.94267,1.90333,1.923,1.93067,13903335,-0.009273570324574857,0.9583799027062051
2011-07-07,1.94267,2.0,1.934,1.967,1.982,19342275,0.022880915236609484,0.9812608179428146
2011-07-08,1.99267,1.99267,1.906,1.949335,1.92067,18608700,-0.008980681240467739,0.9722801367023469
